RespondentID,Country,A3.1,A3.2,A3.3,A3.4,A3.5,A3.6,A3.7,A3.8,A3.9,A3.10,A5.1,A5.2,A5.3,A5.4,A5.5,A6.1,A7.1,A7.2,A9.1,A9.2,A9.3,A9.4,A9.5,A9.6,A9.7,A9.8,A11.1,A11.2,A11.3,A11.4,A12.1,A12.2,A12.3,A12.4,A13.1,A13.2,A13.3,A13.4,A14.1,A14.2,A14.3,A14.4,A16.1,A16.2,A16.3,A16.4,A16.5,A16.6,A17.1,A17.2,A17.3,A17.4,A17.5,A17.6,A17.7,A17.8,A17.9,A17.10,A17.11,A17.12,A18.1,A20.1,A20.2,A20.3,A21.1,A21.2,A22.1,A22.2,A23.1,A23.2,A23.3,A24.1,A24.2,A24.3,A24.4,A24.5,A24.6,A25.1,A25.2,A27.1,A27.2,A27.3,A27.4,A27.5,A27.6,A27.7,A27.8,A27.9,A27.10,A27.11,A29.1,A29.2,A29.3,A29.4,A29.5,A29.6,A29.7,A29.8,A29.9,A31.1,A31.2,A31.3,A31.4,A31.5,A31.6,A31.7,A31.8,A31.9,A32.1,A32.2,A34.1,A34.2,A34.3,A34.4,A36.1,A36.2,A36.3,A36.4,A36.5,A36.6,A38.1,A38.2,A38.3,A38.4,A38.5,A40.1,A40.2,A40.3,A40.4,A40.5,A40.6,A40.7,A40.8,A40.9,A40.10,A40.11
348,1,2,1,52,94,1,1,5,2,0,4,6,6,1,5,1,8,2,4,1,5,6,6,4,1,3,3,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,6,7,9,5,10,6,7,2,5,2,5,6,4,3,2,6,7,6,5,7,7,6,4,3,5,4,4,5,3,6,6,6,4,6,1,2,2,5,5,4,5,4,3,3,5,5,3,4,6,4,6,6,6,6,6,6,6,7,3,7,1,1,6,6,1,6,2,5,1,1,1,1,5,3,6,1,3,4,1,4,3,1,1,7,7,2,5,5,7,7,7,5,2,4
349,1,2,2,115,52,2,1,6,12,0,5,5,6,6,6,8,5,1,2,4,3,4,6,6,6,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,7,7,4,5,6,6,7,6,8,7,7,6,6,6,7,5,6,6,5,7,7,5,4,4,5,4,4,4,5,5,4,3,5,4,5,8,6,5,5,5,3,5,3,3,3,5,5,5,5,5,6,1,5,5,5,5,5,5,5,7,1,1,5,5,1,1,7,7,5,1,1,1,4,4,4,4,4,4,6,6,2,1,1,4,4,4,4,4,4,4,4,3,4,4
350,1,2,5,52,52,3,1,7,12,0,4,10,10,2,3,1,8,2,2,1,1,4,6,4,1,4,3,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,8,6,4,1,5,3,5,3,3,2,4,2,3,7,8,6,8,3,5,6,3,6,4,4,1,3,3,6,3,5,5,4,3,4,2,4,6,3,6,3,4,3,6,6,6,5,5,6,6,5,6,4,7,6,5,7,4,5,4,4,1,1,6,5,1,1,2,2,1,1,1,1,4,4,4,4,4,4,3,2,6,2,2,6,6,6,7,7,7,7,6,5,5,4
351,1,2,4,52,52,3,1,8,1,0,5,3,2,1,4,1,6,2,2,3,1,3,3,1,4,1,7,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,2,4,2,8,8,4,5,1,1,5,1,1,1,1,2,1,4,5,3,5,5,5,3,1,4,3,3,1,4,3,3,3,1,3,1,1,2,2,5,6,1,3,3,6,6,3,5,3,5,7,7,7,5,6,6,5,4,6,7,5,7,1,1,7,5,1,1,1,8,1,4,3,1,4,4,4,4,4,4,5,7,4,1,3,7,7,4,4,7,7,7,7,5,1,4
352,1,1,4,182,52,3,1,5,4,5,5,1,1,10,1,1,10,2,2,4,4,4,4,4,4,7,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,1,10,10,1,10,10,10,10,0,10,10,10,10,10,10,10,10,5,7,7,7,7,1,7,4,1,7,7,7,7,7,7,7,1,1,1,7,1,1,1,7,1,1,1,1,1,1,6,1,6,1,5,4,4,1,1,4,1,7,1,5,4,5,6,1,10,1,1,1,1,1,1,1,4,7,1,4,1,7,1,1,1,1,4,1,1,7,4,1,4,1,1,4
353,1,1,1,52,52,1,4,2,2,0,3,10,3,2,4,3,3,1,4,2,3,4,6,7,4,4,6,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,7,1,6,5,1,10,5,7,9,2,1,3,4,1,1,1,10,10,5,7,6,7,7,1,5,4,6,3,4,7,7,7,6,7,1,1,10,4,3,1,5,7,1,1,1,1,1,1,4,6,7,5,7,4,1,3,1,5,4,7,1,1,4,5,2,5,10,1,1,3,3,3,1,1,4,4,1,7,1,1,1,1,1,3,7,1,1,3,4,3,7,6,4,4
354,1,2,4,52,52,4,1,5,1,1,4,5,6,2,2,1,9,2,2,2,1,1,3,4,2,3,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,5,4,4,3,5,6,6,2,5,3,5,3,6,4,5,6,4,3,5,6,6,5,5,4,2,3,5,3,3,5,6,5,4,4,1,5,5,3,4,2,2,2,5,5,6,5,5,5,7,6,6,5,7,6,7,7,7,7,5,6,1,2,7,5,1,7,3,7,1,3,1,1,5,5,4,1,3,5,2,5,5,1,2,6,6,4,6,6,7,7,7,3,4,4
355,1,1,2,52,52,1,1,6,2,0,5,2,3,4,1,1,4,2,2,2,3,3,2,5,2,1,5,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,7,3,5,3,4,1,9,1,5,1,1,7,3,1,1,7,2,8,5,5,5,4,6,5,3,4,5,2,4,6,5,4,5,5,1,3,2,3,5,1,1,1,6,7,5,6,6,4,7,7,7,3,7,7,7,7,7,5,1,1,1,1,6,7,1,1,1,3,1,1,1,1,5,4,7,1,2,6,7,7,1,1,1,7,6,4,6,5,7,6,6,6,2,4
356,1,2,4,52,52,3,1,4,11,-1,3,3,4,9,3,3,7,2,2,4,4,3,6,2,1,6,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,3,5,7,8,8,9,7,8,8,5,8,8,8,8,8,10,8,8,5,7,7,6,7,2,5,4,6,7,5,7,7,6,7,5,1,6,8,7,2,2,3,7,2,2,5,3,6,2,6,6,7,2,7,5,1,4,2,7,4,7,1,1,7,6,2,1,7,1,1,5,5,1,4,4,4,4,4,4,1,5,5,1,1,5,7,3,3,7,7,7,7,3,3,4
357,1,2,2,52,52,2,1,5,2,-1,4,9,7,8,3,5,9,1,2,2,5,3,4,4,2,5,5,2,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,3,5,6,3,4,6,7,8,7,8,4,8,9,7,6,6,5,7,5,2,2,6,6,5,3,4,6,6,6,5,4,4,7,4,1,2,5,1,6,2,3,3,7,2,7,4,5,5,7,7,7,4,6,7,6,6,7,5,6,4,2,3,4,6,1,5,6,5,1,4,1,1,2,1,1,5,1,1,5,3,5,1,1,6,7,4,5,6,5,5,5,7,3,4
358,1,2,3,52,52,3,2,10,2,0,4,10,10,2,6,1,10,2,4,4,1,6,7,4,1,5,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,5,10,9,7,3,10,3,10,8,3,4,5,10,10,10,7,4,7,5,7,7,7,7,1,1,1,7,7,6,7,7,7,7,7,4,1,2,7,1,7,7,7,1,1,7,2,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,1,1,10,6,1,6,1,6,1,1,1,7,1,1,7,3,5,1,2,6,7,4,7,7,7,7,7,5,1,4
359,1,1,3,189,52,1,3,6,1,1,4,7,6,5,9,5,8,2,2,4,4,3,3,2,5,4,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,4,2,4,3,5,3,7,4,7,7,3,7,6,4,7,6,7,6,5,5,4,5,4,6,4,4,4,5,5,4,4,4,4,3,3,9,7,4,5,3,3,2,5,6,5,5,5,5,5,7,7,4,7,7,7,7,6,5,5,6,3,5,6,6,7,6,6,7,1,1,1,1,4,4,4,4,4,4,3,4,4,1,3,6,5,5,5,6,7,6,7,5,5,4
360,1,2,5,52,52,3,6,6,2,0,4,3,2,1,1,2,9,2,2,4,4,1,6,4,5,2,4,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,3,6,9,9,7,5,6,5,8,5,7,5,5,5,5,6,4,7,5,7,7,6,6,3,1,4,7,4,4,5,6,5,5,5,2,3,6,6,3,4,3,4,2,5,7,6,4,5,7,7,7,2,7,6,4,7,7,7,7,7,1,1,7,5,1,1,4,4,1,4,1,1,5,7,4,5,4,6,3,6,7,1,6,7,7,4,7,6,7,7,6,4,6,4
361,1,2,2,52,52,1,1,5,3,-3,6,8,8,3,7,10,9,2,2,4,2,4,5,5,1,5,5,1,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,5,5,6,6,5,5,5,2,5,1,5,2,8,8,3,3,9,8,5,6,5,5,4,4,2,2,6,6,5,6,4,4,4,6,1,7,6,3,5,2,2,2,6,5,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,1,1,1,8,1,1,1,1,4,4,4,4,4,4,6,4,6,1,5,6,6,4,7,7,7,7,6,4,7,4
362,1,2,5,52,52,3,6,8,2,0,4,7,7,2,3,2,9,2,2,2,1,4,5,4,1,2,4,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,4,2,2,7,5,3,3,2,5,3,2,3,2,3,4,2,4,5,6,6,7,5,5,4,4,2,4,4,5,5,4,4,4,1,7,3,3,5,2,2,3,6,4,6,6,4,3,5,6,7,5,7,7,5,6,6,6,6,6,2,7,7,5,1,7,3,8,1,1,1,1,5,6,6,1,3,6,2,5,5,1,2,7,6,5,6,6,7,6,6,6,2,4
363,1,2,4,52,52,1,1,6,2,1,4,8,8,2,4,2,9,2,2,3,3,2,5,3,5,5,4,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,6,4,8,5,5,7,4,3,6,6,6,5,8,8,9,6,7,7,5,6,5,6,4,4,3,4,5,6,5,6,5,3,4,5,3,7,5,5,3,5,5,4,5,3,5,5,2,5,5,6,6,5,5,6,5,5,5,6,6,7,2,1,7,5,1,1,3,3,2,2,1,1,5,6,6,1,5,6,2,4,3,3,2,5,6,6,5,6,6,5,7,4,5,4
364,1,1,3,52,52,1,2,5,12,0,4,8,8,1,8,1,10,2,2,1,2,6,2,1,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,5,1,4,4,5,5,5,1,2,6,2,1,1,1,1,6,5,3,5,6,4,4,2,6,1,1,1,1,4,2,1,1,4,1,1,1,1,5,7,1,1,1,7,6,2,4,4,2,7,7,4,4,7,7,4,4,7,6,5,7,1,5,6,7,1,1,5,5,1,1,1,1,4,4,3,1,1,3,1,6,2,1,1,7,7,4,7,4,7,7,7,4,1,4
365,1,2,3,52,52,1,1,8,2,-3,6,8,7,5,6,2,6,2,2,5,4,4,5,4,1,2,5,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,5,4,7,4,8,9,5,2,6,4,4,4,2,1,2,4,8,7,5,6,5,5,4,5,5,5,3,3,4,3,3,3,2,2,1,2,3,5,6,4,3,2,6,3,7,5,2,5,5,5,7,4,6,6,5,5,7,5,5,6,2,1,6,5,1,1,5,3,1,1,1,1,5,6,3,1,5,5,5,6,2,1,1,6,7,1,5,6,7,6,6,3,1,4
366,1,2,3,52,52,1,6,5,12,0,1,5,5,5,3,5,8,2,1,4,7,4,4,4,4,7,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,6,6,5,5,5,3,5,5,5,5,10,10,10,10,5,5,5,4,4,4,4,4,4,4,4,7,7,4,4,4,4,7,4,1,7,4,4,4,4,4,4,4,7,6,7,4,7,7,7,4,7,7,7,7,7,7,7,7,3,5,6,7,6,7,5,1,1,1,1,1,4,4,4,4,4,4,6,7,3,1,3,4,4,4,4,4,4,4,4,4,4,4
367,1,2,3,52,52,2,1,6,12,0,4,8,8,2,8,10,6,2,2,4,4,2,5,5,1,3,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,5,5,3,2,9,8,3,2,10,2,2,2,7,10,7,7,8,5,5,7,6,3,5,5,2,3,5,5,4,5,6,3,3,4,1,1,1,5,6,7,7,5,3,2,5,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,1,7,6,7,1,2,6,1,1,1,1,1,4,4,4,4,2,4,3,3,5,1,3,7,7,4,7,7,7,6,6,3,6,4
368,1,2,4,52,52,3,1,7,12,-2,4,9,9,6,9,4,3,1,2,2,1,2,6,5,1,5,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,8,6,3,2,6,7,5,3,5,3,4,3,7,7,8,8,6,7,5,7,6,6,6,4,2,3,5,5,6,5,6,2,3,2,1,2,2,4,5,2,3,2,6,5,6,6,6,6,7,6,7,4,6,7,5,6,7,7,6,7,1,5,6,5,2,1,5,7,1,1,1,1,5,6,4,2,4,5,2,4,4,1,2,5,5,5,6,6,7,1,6,7,1,4
369,1,2,5,52,52,4,2,3,12,0,6,9,2,9,1,1,9,2,2,1,7,5,7,6,1,5,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,4,8,10,5,3,9,4,5,3,5,8,10,3,5,7,4,6,5,7,5,5,7,3,4,4,7,7,6,7,5,5,4,6,1,2,3,3,5,1,1,6,1,1,2,2,3,2,5,6,7,1,3,3,1,1,2,5,4,6,1,2,5,5,4,4,10,10,1,1,7,1,4,2,4,5,4,1,1,6,2,1,1,6,6,4,3,7,7,6,6,7,3,4
370,1,2,2,52,52,3,1,5,11,0,4,8,9,2,7,5,5,2,3,5,5,1,5,6,4,4,4,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,8,7,9,9,9,9,1,10,10,5,3,2,5,1,1,5,9,5,5,4,4,4,4,4,1,1,4,4,2,6,7,4,7,4,1,10,10,7,3,4,7,4,4,5,7,5,7,7,7,7,7,6,7,7,7,7,7,6,6,6,4,7,7,5,6,6,2,7,1,6,5,1,7,7,7,1,7,7,4,7,1,1,4,7,4,4,7,7,7,5,7,1,4,4
371,1,2,4,52,52,1,5,4,1,0,2,10,5,1,7,4,1,1,1,5,4,1,7,7,1,5,4,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,7,8,4,1,8,8,7,7,10,6,7,7,6,1,7,10,8,4,5,6,5,7,5,5,4,4,6,3,5,5,5,4,5,6,1,2,4,1,5,2,4,3,5,5,5,5,5,5,5,6,7,5,7,7,3,7,7,3,7,7,1,1,7,3,1,1,1,9,1,2,3,1,5,7,7,3,7,7,4,5,5,4,5,4,7,1,6,4,7,7,7,3,1,4
372,1,1,4,52,52,1,1,5,1,1,2,6,6,5,5,5,8,2,2,5,5,5,4,5,7,7,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,7,6,1,1,9,7,6,2,6,6,5,5,10,8,8,10,1,4,5,5,3,5,5,5,5,5,6,6,3,2,5,2,2,5,1,2,8,1,6,1,7,2,6,7,6,6,6,4,7,7,7,5,7,6,6,7,7,2,1,7,1,1,4,7,1,1,1,1,1,1,1,1,6,7,7,1,7,5,5,7,1,1,1,6,7,4,6,6,7,7,6,6,7,4
373,1,2,5,52,52,3,1,8,12,0,2,10,10,4,10,10,2,2,2,1,1,4,2,5,2,4,4,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,4,3,6,6,5,10,6,5,5,5,7,7,7,7,5,5,5,5,5,7,7,7,5,5,4,4,4,4,4,4,7,4,5,4,1,1,1,4,2,2,3,3,4,4,7,1,1,3,7,3,7,1,2,7,7,7,7,7,4,7,1,1,7,1,1,1,8,6,2,5,7,2,1,1,1,3,1,1,6,1,4,1,7,4,4,7,7,7,4,4,7,4,7,4
374,1,2,4,52,52,3,1,5,12,0,4,3,5,3,2,1,5,2,2,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,3,8,7,2,3,3,4,10,7,10,3,3,4,4,8,8,7,5,7,5,5,5,3,4,4,6,5,4,5,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,5,4,4,7,7,7,6,7,7,7,6,7,7,7,7,2,1,7,7,1,7,2,1,1,4,1,1,4,4,4,4,4,4,7,6,5,2,5,7,7,5,7,7,7,7,7,5,3,4
375,1,2,1,52,52,2,1,4,10,-3,4,9,8,1,6,1,7,1,3,7,3,3,6,5,1,1,4,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,8,4,5,3,10,10,2,1,7,3,4,3,2,2,2,4,10,6,5,6,7,5,5,3,4,3,4,5,3,6,5,2,5,3,1,1,6,5,5,2,5,5,5,7,6,5,7,5,7,7,7,5,7,7,7,5,7,7,7,7,1,1,7,7,1,1,1,10,1,1,1,1,6,3,7,1,4,7,2,6,5,1,6,7,5,1,5,6,7,7,6,5,1,4
376,1,2,5,52,52,3,3,5,12,0,4,8,6,3,3,1,9,1,2,1,1,1,3,4,1,2,4,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,5,5,5,5,6,7,8,2,6,5,6,6,2,2,1,6,6,5,5,6,6,5,5,4,3,3,5,6,3,2,3,1,1,2,1,1,1,1,7,1,2,1,6,6,6,4,5,5,7,7,7,2,7,7,7,7,7,7,4,7,1,1,7,5,1,7,3,6,2,4,4,1,5,5,5,1,1,5,1,3,6,1,1,5,6,4,6,6,7,5,6,3,4,4
377,1,1,2,52,52,3,1,7,1,0,6,6,6,3,4,3,6,2,2,2,5,4,4,4,2,3,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,5,4,5,5,4,5,2,2,4,6,3,2,8,4,6,6,5,7,5,6,5,4,5,4,4,4,4,4,5,4,5,1,2,1,1,2,3,6,3,5,4,2,5,5,6,7,2,6,5,4,6,1,6,7,5,7,7,6,4,7,1,1,7,4,2,1,3,2,1,1,1,1,3,4,4,4,4,4,6,5,4,1,1,4,5,2,5,7,7,5,5,6,4,4
378,1,1,5,52,52,3,1,7,1,0,6,6,6,1,5,1,7,2,2,1,1,2,3,5,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,5,3,6,3,9,1,3,3,7,6,6,7,2,2,2,5,3,10,5,6,3,5,2,5,1,1,3,1,3,5,2,2,2,2,1,3,3,3,5,1,1,2,5,6,5,5,5,3,6,6,7,5,7,6,6,5,6,6,4,7,1,1,7,3,2,5,3,9,1,1,1,1,2,2,4,5,1,2,4,6,3,1,3,6,6,1,5,7,7,6,6,5,1,4
379,1,2,4,52,52,1,1,5,2,0,6,5,5,3,5,4,5,2,2,1,1,4,4,4,1,1,4,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,3,2,5,4,4,7,3,1,5,2,5,2,3,5,2,5,4,5,5,6,4,2,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,6,6,6,4,4,6,5,6,5,6,6,7,4,1,7,5,1,1,6,1,1,5,4,4,6,6,4,1,6,6,4,4,4,3,5,6,6,2,4,6,6,5,5,4,1,4
380,1,1,4,52,52,4,5,3,10,2,4,3,3,8,3,1,7,2,2,1,3,1,2,7,1,7,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,5,1,2,2,2,1,1,2,1,0,1,1,9,9,10,10,5,7,5,7,7,7,7,3,3,5,7,7,6,7,7,6,7,7,4,1,1,5,4,5,4,5,4,5,6,5,7,4,7,7,7,1,7,7,7,5,6,7,7,7,1,7,7,7,2,7,10,1,1,4,4,1,6,6,1,1,6,3,6,2,5,3,1,7,7,5,7,7,7,7,7,7,1,4
381,1,1,4,52,52,3,1,2,1,0,4,9,8,1,8,1,2,2,2,4,3,1,7,4,1,4,4,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,7,5,9,9,8,10,10,6,3,7,3,10,1,2,1,6,10,7,5,6,6,1,6,5,4,4,4,2,4,5,5,4,3,2,1,1,1,2,6,1,4,6,6,6,6,7,4,6,7,7,7,6,7,7,6,7,7,6,7,7,5,1,7,5,1,1,6,2,1,1,1,1,7,7,6,1,6,6,5,6,2,1,2,7,6,2,6,7,7,7,7,4,2,4
382,1,2,2,183,183,3,1,9,5,3,4,10,10,5,8,3,5,2,2,3,3,5,6,2,6,5,4,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,7,7,5,3,5,8,5,5,8,3,8,9,7,10,9,4,8,7,5,2,6,4,4,3,2,6,6,4,2,6,2,5,5,6,2,5,8,4,4,5,4,6,5,5,6,2,4,6,6,2,4,2,2,2,3,1,2,6,3,7,3,1,4,4,3,5,7,6,1,6,2,5,1,5,1,7,7,4,6,5,5,2,4,6,1,4,4,4,3,3,6,7,6,4
383,1,2,2,52,52,3,1,9,12,1,6,7,6,6,7,6,7,1,1,4,4,4,3,5,4,4,4,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,7,6,3,2,7,5,5,7,6,6,5,5,5,3,7,5,7,7,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,1,3,6,5,1,3,4,5,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
384,1,2,4,174,174,4,1,7,2,0,3,10,10,1,4,1,10,2,2,4,1,2,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,6,6,4,4,6,10,6,1,9,1,1,2,1,1,1,8,8,3,5,6,6,6,4,6,2,2,4,3,3,2,2,2,2,2,2,3,1,5,3,2,2,2,7,6,7,6,6,2,7,7,7,7,7,6,7,7,7,7,6,7,7,1,7,7,1,1,2,3,2,4,1,1,6,6,6,1,7,7,1,1,7,5,7,6,7,7,7,7,7,7,7,6,4,4
385,1,2,4,52,52,1,1,5,10,-1,4,3,3,2,3,1,7,2,2,2,2,1,2,4,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,7,4,5,5,10,3,3,2,4,3,3,4,2,3,2,4,3,8,5,5,5,4,5,5,6,4,4,4,3,4,4,2,2,4,1,1,1,3,5,1,3,2,5,6,5,5,5,5,7,6,7,4,5,7,1,5,7,7,4,6,4,3,6,4,2,2,4,8,1,1,1,1,6,6,6,2,4,5,5,4,3,1,3,4,7,3,5,3,7,7,7,2,2,4
386,1,2,4,52,52,2,1,6,1,-2,4,8,6,3,4,2,4,1,2,2,1,2,5,2,1,3,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,7,5,7,6,3,6,3,2,4,2,4,2,4,3,2,6,3,5,5,3,5,3,4,5,5,2,5,4,3,4,5,2,2,2,1,2,4,2,4,2,3,2,6,6,6,5,1,3,7,7,7,5,7,6,6,7,6,7,6,7,5,1,7,5,1,1,3,3,1,7,1,1,1,1,2,4,3,4,4,4,6,2,3,5,7,2,4,6,7,6,6,3,2,4
387,1,2,4,52,52,3,1,8,1,0,4,8,7,2,8,7,8,2,2,2,1,1,5,4,2,5,4,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,6,6,4,7,4,3,3,6,4,2,5,4,8,10,8,8,5,5,5,6,5,6,4,4,2,3,4,7,7,5,4,2,4,4,2,1,1,1,5,1,5,2,6,5,6,6,4,3,7,7,7,6,7,7,7,7,7,7,7,7,4,3,7,7,1,1,2,8,1,4,1,1,4,7,4,1,5,7,5,4,6,3,6,5,6,4,7,7,7,7,6,6,4,4
388,1,2,2,52,52,3,6,7,1,0,4,7,7,4,5,5,5,2,2,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,4,4,6,4,5,6,5,4,5,4,5,5,5,5,5,7,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,7,2,1,7,4,1,1,4,5,1,2,2,2,4,4,4,4,4,4,3,5,2,2,5,4,4,4,4,4,4,4,4,4,4,4
389,1,2,1,52,52,2,1,7,1,0,4,9,7,3,5,3,10,2,2,1,1,6,5,5,1,4,4,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,4,8,5,7,8,1,3,1,2,1,2,2,4,10,6,9,3,5,7,3,6,5,4,4,4,4,2,5,7,7,5,6,6,1,4,2,7,1,4,7,3,5,4,7,4,1,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,2,1,4,1,1,7,6,1,4,7,7,1,3,1,1,1,7,3,5,7,7,4,7,6,7,7,7,5,1,4
390,1,2,2,52,52,2,1,4,2,1,6,7,8,6,7,5,6,2,2,4,4,2,3,3,2,3,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,3,6,4,7,5,5,6,6,5,4,6,4,5,7,6,5,5,5,3,4,3,4,4,3,3,3,5,4,2,5,5,3,5,4,4,6,5,5,4,3,4,5,3,4,4,4,5,4,4,5,3,6,5,6,6,4,4,2,5,1,1,3,5,2,3,5,5,1,1,2,2,5,4,2,4,4,4,4,4,4,1,1,4,4,3,4,4,4,4,4,4,4,4
391,1,1,4,52,52,2,1,7,12,1,4,2,3,3,1,1,9,1,2,1,1,4,2,5,1,4,4,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,3,3,6,6,6,1,3,2,6,2,3,2,5,3,4,6,5,5,5,7,7,7,6,3,4,4,6,5,4,5,6,2,4,5,1,1,1,2,5,2,2,4,5,5,5,6,4,4,7,7,7,4,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,10,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,7,5,5,4,6,4,7,5,4,4
392,1,2,3,52,52,2,1,9,12,0,5,3,2,3,2,1,8,2,2,1,1,5,5,4,1,2,5,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,9,9,8,3,5,3,2,2,1,6,2,2,2,2,1,6,4,2,5,6,5,5,5,5,3,3,3,4,6,3,4,1,1,2,1,1,1,3,4,2,3,3,4,4,5,6,5,2,6,6,6,5,7,6,5,6,6,6,6,6,6,1,6,3,3,2,3,4,2,4,3,2,4,5,4,4,4,4,3,4,3,2,4,2,6,4,5,5,5,7,5,4,3,4
393,1,1,5,52,52,1,3,3,1,0,4,2,2,1,1,1,9,2,2,1,1,2,2,1,1,1,4,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,6,6,2,2,6,1,9,4,3,2,1,1,2,8,1,3,5,7,6,4,2,4,2,4,3,2,3,4,3,2,4,2,1,4,2,1,4,1,2,1,6,6,3,5,3,3,7,7,7,2,7,7,6,5,6,6,2,7,1,1,7,6,2,1,5,5,1,1,1,1,2,3,7,1,2,6,6,6,2,1,1,6,6,5,6,6,7,7,6,4,2,3
394,1,2,1,52,52,2,4,7,12,0,3,5,6,5,4,7,7,2,2,5,4,1,6,5,1,5,4,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,7,5,6,5,5,5,6,6,6,6,5,6,6,6,5,5,5,7,5,3,3,2,4,5,3,3,4,3,3,3,4,3,4,4,6,3,7,4,5,5,3,3,5,3,5,5,2,4,4,5,5,5,3,3,4,4,5,4,2,3,3,4,6,4,4,3,6,4,3,5,3,3,5,4,5,5,4,5,5,5,4,3,3,3,3,4,6,3,4,3,5,3,3,3
395,1,1,2,52,52,1,2,6,11,0,3,7,8,8,6,6,7,2,2,3,4,5,6,2,3,2,3,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,7,3,3,5,8,9,6,8,8,7,8,5,6,10,8,5,5,8,5,5,3,5,5,5,7,5,5,6,6,5,7,5,5,5,7,5,10,6,5,3,6,7,6,7,6,4,3,6,7,5,6,7,5,2,7,6,4,2,1,5,1,6,2,6,6,6,5,10,5,4,4,4,6,5,4,4,5,6,5,1,2,2,3,5,7,6,4,3,5,3,3,5,3,3
